4.6675, 0.1325
4.6851, 0.1606
4.6997, 0.1862
4.7103, 0.2059
4.7155, 0.2159
4.7472, 0.2818
4.7619, 0.3151
4.7774, 0.3518
4.7866, 0.3744
4.7888, 0.3798
4.8001, 0.4085
4.8267, 0.4791
4.8568, 0.5627
4.8654, 0.5876
4.8679, 0.5948
4.8716, 0.6054
4.8999, 0.6887
4.9338, 0.7910
4.9370, 0.8007
4.9407, 0.8121
4.9591, 0.8682
4.9722, 0.9081
5.0077, 1.0156
5.0094, 1.0207
5.0364, 1.1005
5.1090, 1.3027
5.1393, 1.3791
5.2781, 1.6426
5.2825, 1.6483
5.2867, 1.6536
5.3414, 1.7070
5.3425, 1.7078
5.3709, 1.7241
5.3740, 1.7253
5.3900, 1.7307
5.4002, 1.7329
5.4041, 1.7335
5.4056, 1.7337
5.4217, 1.7343
5.4528, 1.7291
5.4887, 1.7128
5.4901, 1.7120
5.5003, 1.7053
5.5011, 1.7047
5.5545, 1.6572
5.5654, 1.6451
5.5700, 1.6397
5.6117, 1.5861
5.6327, 1.5558
5.6362, 1.5507
5.6400, 1.5449
5.6938, 1.4589
5.6986, 1.4508
5.7088, 1.4335
5.7644, 1.3378
5.7687, 1.3303
5.7693, 1.3293
5.7852, 1.3019
5.7906, 1.2926
5.7944, 1.2861
5.7977, 1.2804
5.8081, 1.2628
5.8170, 1.2478
5.8264, 1.2324
5.8434, 1.2046
5.8479, 1.1974
5.8869, 1.1376
5.9115, 1.1030
5.9151, 1.0981
5.9276, 1.0817
5.9730, 1.0287
5.9834, 1.0182
5.9944, 1.0078
6.0085, 0.9953
6.0180, 0.9877
6.0242, 0.9830
6.0380, 0.9734
6.0476, 0.9674
6.0813, 0.9512
6.1077, 0.9437
6.1182, 0.9419
6.1646, 0.9425
6.1821, 0.9462
6.1906, 0.9487
6.2394, 0.9704
6.2876, 1.0035
6.3088, 1.0210
6.3159, 1.0272
6.3357, 1.0454
6.3703, 1.0796
6.3761, 1.0855
6.3849, 1.0946
6.3933, 1.1034
6.3953, 1.1055
6.4197, 1.1314
6.4248, 1.1369
6.4250, 1.1371
6.4389, 1.1520
6.4675, 1.1821
6.4814, 1.1965
6.4826, 1.1977
6.4958, 1.2110
6.5130, 1.2277
6.5215, 1.2356
6.5339, 1.2470
6.5386, 1.2511
6.5532, 1.2635
6.5607, 1.2695
6.5793, 1.2835
6.5887, 1.2900
6.6280, 1.3124
6.6441, 1.3192
6.6477, 1.3205
6.6634, 1.3252
6.6815, 1.3287
6.7014, 1.3301
6.7202, 1.3288
6.7424, 1.3241
6.7625, 1.3167
6.8080, 1.2887
6.8554, 1.2430
6.8634, 1.2335
6.8648, 1.2318
6.9111, 1.1682
6.9189, 1.1559
6.9224, 1.1504
6.9499, 1.1036
6.9684, 1.0697
6.9772, 1.0529
6.9848, 1.0380
7.0287, 0.9465
7.0409, 0.9196
7.0636, 0.8680
7.1038, 0.7735
7.1038, 0.7734
7.1133, 0.7506
7.1155, 0.7455
7.1322, 0.7048
7.1608, 0.6353
7.1649, 0.6255
7.1727, 0.6067
7.1950, 0.5528
7.1954, 0.5518
7.1998, 0.5413
7.2189, 0.4961
7.2488, 0.4275
7.2651, 0.3914
7.2772, 0.3651
7.3041, 0.3096
7.3079, 0.3022
7.3141, 0.2900
7.3170, 0.2843
7.3663, 0.1976
7.3963, 0.1535
7.4131, 0.1320
7.4138, 0.1312
7.4988, 0.0625
7.5027, 0.0611
7.5414, 0.0551
7.5463, 0.0554
7.5564, 0.0570
7.5724, 0.0616
7.5826, 0.0659
7.5905, 0.0701
7.5925, 0.0712
7.6445, 0.1158
7.6520, 0.1244
7.6603, 0.1349
7.6668, 0.1434
7.7257, 0.2393
7.7284, 0.2446
7.7318, 0.2512
7.7393, 0.2659
7.7507, 0.2897
7.7977, 0.3974
7.8029, 0.4103
7.8047, 0.4148
7.8522, 0.5411
7.8651, 0.5774
7.8793, 0.6182
7.8822, 0.6269
7.9042, 0.6918
7.9759, 0.9122
7.9867, 0.9460
8.0197, 1.0483
8.0664, 1.1901
8.0725, 1.2081
8.1023, 1.2944
8.1252, 1.3576
8.1296, 1.3695
8.1330, 1.3788
8.1528, 1.4303
8.1529, 1.4306
8.2019, 1.5473
8.2035, 1.5506
8.2145, 1.5742
8.2285, 1.6029
8.2544, 1.6516
8.2724, 1.6819
8.2791, 1.6926
8.2841, 1.7001
8.2971, 1.7188
8.3048, 1.7291
8.3374, 1.7666
8.3397, 1.7689
8.3543, 1.7819
8.3923, 1.8060
8.4235, 1.8152
8.4371, 1.8162
8.4832, 1.8067
8.4901, 1.8036
8.4958, 1.8007
8.5033, 1.7965
8.5115, 1.7913
8.5269, 1.7800
8.5555, 1.7540
8.5565, 1.7530
8.5583, 1.7512
8.6400, 1.6435
8.6539, 1.6213
8.6647, 1.6034
8.7370, 1.4728
8.8068, 1.3370
8.8120, 1.3270
8.8266, 1.2986
8.8308, 1.2904
8.8543, 1.2454
8.8591, 1.2363
8.8800, 1.1976
8.8810, 1.1958
8.9084, 1.1469
8.9362, 1.1000
8.9362, 1.1000
8.9372, 1.0984
8.9715, 1.0454
8.9745, 1.0411
9.0042, 1.0005
9.0487, 0.9493
9.0753, 0.9246
9.0971, 0.9078
9.1605, 0.8771
9.1742, 0.8741
9.1755, 0.8739
9.1824, 0.8728
9.2143, 0.8721
9.2434, 0.8770
9.2501, 0.8789
9.2844, 0.8923
9.2958, 0.8981
9.3294, 0.9188
9.3301, 0.9194
9.3358, 0.9233
9.3439, 0.9293
9.3556, 0.9383
9.3560, 0.9387
9.3598, 0.9417
9.3807, 0.9592
9.3838, 0.9620
9.3882, 0.9658
9.3888, 0.9664
9.4108, 0.9867
9.4142, 0.9899
9.4550, 1.0299
9.4841, 1.0592
9.4993, 1.0744
9.5111, 1.0862
9.5179, 1.0929
9.5507, 1.1243
9.5510, 1.1246
9.5683, 1.1402
9.6079, 1.1726
9.6257, 1.1854
9.6561, 1.2039
9.6885, 1.2185
9.6998, 1.2222
9.7046, 1.2236
9.7725, 1.2273
9.7830, 1.2252
9.7834, 1.2251
9.7996, 1.2202
9.9072, 1.1403
9.9315, 1.1112
9.9606, 1.0711
9.9656, 1.0637
9.9847, 1.0339
9.9875, 1.0295
10.0260, 0.9628
10.0293, 0.9568
10.0544, 0.9091
10.0895, 0.8383
10.1401, 0.7302
10.2194, 0.5553
10.2389, 0.5128
10.2508, 0.4872
10.2656, 0.4562
10.2724, 0.4421
10.2883, 0.4097
10.2907, 0.4048
10.3174, 0.3529
10.3252, 0.3384
10.3399, 0.3120
10.3630, 0.2727
10.4095, 0.2043
10.4513, 0.1568
10.4539, 0.1543
10.4560, 0.1523
10.4575, 0.1510
10.4756, 0.1359
10.4849, 0.1294
10.4902, 0.1260
10.5004, 0.1202
10.5157, 0.1134
10.5180, 0.1126
10.5283, 0.1095
10.5306, 0.1090
10.5351, 0.1081
10.5440, 0.1069
10.5587, 0.1066
10.5595, 0.1067
10.5788, 0.1098
10.6308, 0.1374
10.6526, 0.1571
10.6680, 0.1740
10.6699, 0.1763
10.7212, 0.2502
10.7390, 0.2816
10.7546, 0.3115
10.7737, 0.3509
10.8060, 0.4241
10.8262, 0.4736
10.8370, 0.5013
10.8420, 0.5144
10.8537, 0.5455
10.8560, 0.5519
10.8654, 0.5775
10.8662, 0.5798
10.8703, 0.5912
10.8740, 0.6014
10.8779, 0.6123
10.9360, 0.7836
10.9428, 0.8044
10.9548, 0.8413
10.9549, 0.8416
10.9717, 0.8938
10.9887, 0.9470
11.0070, 1.0045
11.0098, 1.0132
11.0230, 1.0547
11.0422, 1.1147
11.0512, 1.1424
11.0843, 1.2436
11.1143, 1.3323
11.1464, 1.4231
11.1473, 1.4256
11.1515, 1.4370
11.1624, 1.4661
11.1681, 1.4813
11.1893, 1.5353
11.1927, 1.5436
11.2068, 1.5774
11.2181, 1.6037
11.2323, 1.6352
11.2451, 1.6620
11.2591, 1.6899
11.2890, 1.7438
11.2897, 1.7449
11.2915, 1.7479
11.2938, 1.7517
11.2988, 1.7597
11.3083, 1.7743
11.3225, 1.7944
11.3273, 1.8008
11.3337, 1.8090
11.3546, 1.8327
11.3568, 1.8349
11.3885, 1.8618
11.4047, 1.8716
11.4415, 1.8839
11.4470, 1.8845
11.4837, 1.8811
11.5224, 1.8632
11.5309, 1.8574
11.5475, 1.8443
11.5603, 1.8324
11.6101, 1.7737
11.6249, 1.7526
11.6261, 1.7508
11.6261, 1.7508
11.6298, 1.7452
11.6306, 1.7441
11.6532, 1.7081
11.6674, 1.6842
11.6942, 1.6356
11.7291, 1.5675
11.7553, 1.5138
11.7997, 1.4187
11.8259, 1.3617
11.8354, 1.3409
11.9066, 1.1883
11.9647, 1.0734
11.9918, 1.0243
12.0142, 0.9867
12.0147, 0.9859
12.0187, 0.9794
12.0421, 0.9436
12.0615, 0.9163
12.0621, 0.9154
12.0896, 0.8810
12.0978, 0.8717
12.1084, 0.8604
12.1405, 0.8307
12.1743, 0.8074
12.2239, 0.7878
12.2346, 0.7858
12.2753, 0.7853
12.2852, 0.7868
12.3053, 0.7916
12.3262, 0.7992
12.3292, 0.8005
12.3416, 0.8063
12.3481, 0.8096
12.3817, 0.8303
12.3948, 0.8396
12.4960, 0.9297
12.5078, 0.9414
12.5606, 0.9943
12.5633, 0.9970
12.6056, 1.0373
12.6123, 1.0434
12.6244, 1.0541
12.6379, 1.0654
12.6596, 1.0825
12.6989, 1.1087
12.7546, 1.1331
12.7705, 1.1369
12.7787, 1.1383
12.7876, 1.1393
12.7883, 1.1393
12.8291, 1.1374
12.8695, 1.1246
12.8799, 1.1195
12.8810, 1.1189
12.8825, 1.1181
12.8937, 1.1116
12.8986, 1.1085
12.9363, 1.0791
12.9425, 1.0734
12.9498, 1.0664
12.9604, 1.0555
12.9649, 1.0506
12.9652, 1.0503
12.9717, 1.0431
12.9772, 1.0368
12.9828, 1.0301
12.9948, 1.0154
13.0474, 0.9409
13.0669, 0.9097
13.1200, 0.8167
13.1315, 0.7953
13.1344, 0.7898
13.1606, 0.7397
13.1766, 0.7084
13.2136, 0.6350
13.2389, 0.5847
13.2935, 0.4789
13.3123, 0.4442
13.3580, 0.3649
13.3598, 0.3618
13.3799, 0.3302
13.3800, 0.3302
13.4021, 0.2980
13.4046, 0.2946
13.4194, 0.2749
13.4227, 0.2708
13.4300, 0.2619
13.4337, 0.2574
13.4444, 0.2453
13.5536, 0.1745
13.5655, 0.1732
13.5863, 0.1743
13.5938, 0.1757
13.6173, 0.1838
13.6236, 0.1869
13.6506, 0.2046
13.6953, 0.2497
13.6955, 0.2499
13.7102, 0.2692
13.7183, 0.2806
13.7192, 0.2818
13.7360, 0.3075
13.7592, 0.3474
13.8161, 0.4643
13.8511, 0.5486
13.8607, 0.5732
13.9264, 0.7549
13.9434, 0.8050
13.9573, 0.8469
13.9713, 0.8894
13.9912, 0.9505
13.9986, 0.9737
13.9995, 0.9762
14.0141, 1.0218
14.0175, 1.0325
14.0373, 1.0941
14.0474, 1.1256
14.0510, 1.1368
14.0727, 1.2040
14.1153, 1.3331
14.1430, 1.4138
14.1453, 1.4205
14.1556, 1.4494
14.1556, 1.4495
14.2045, 1.5796
14.2407, 1.6659
14.2740, 1.7364
14.2831, 1.7541
14.2967, 1.7792
14.3010, 1.7866
14.3295, 1.8325
14.3413, 1.8491
14.3529, 1.8641
14.4091, 1.9178
14.4332, 1.9307
14.4360, 1.9318
14.4688, 1.9386
14.5090, 1.9317
14.5343, 1.9188
14.5344, 1.9188
14.5507, 1.9072
14.5596, 1.8998
14.5959, 1.8622
14.5984, 1.8592
14.6342, 1.8102
14.6489, 1.7871
14.6550, 1.7772
14.6704, 1.7508
14.6754, 1.7419
14.6967, 1.7021
14.7114, 1.6732
14.7239, 1.6476
14.7504, 1.5909
14.8036, 1.4698
14.8221, 1.4260
14.8399, 1.3835
14.8591, 1.3375
14.8971, 1.2465
14.9494, 1.1250
14.9592, 1.1030
15.0080, 0.9992
15.0163, 0.9826
15.0206, 0.9741
15.0305, 0.9550
15.0375, 0.9418
15.0809, 0.8662
15.0914, 0.8495
15.1015, 0.8344
15.1073, 0.8260
15.1082, 0.8247
15.1296, 0.7957
15.2353, 0.7015
15.2422, 0.6983
15.2551, 0.6932
15.2871, 0.6857
15.2874, 0.6857
15.3084, 0.6848
15.3202, 0.6857
15.3460, 0.6906
15.3518, 0.6924
15.3716, 0.6997
15.3802, 0.7036
15.4147, 0.7232
15.4199, 0.7267
15.4502, 0.7492
15.4529, 0.7515
15.4640, 0.7607
15.4649, 0.7615
15.5060, 0.7994
15.5079, 0.8013
15.5196, 0.8129
15.5355, 0.8290
15.5665, 0.8614
15.5765, 0.8719
15.5825, 0.8783
15.5953, 0.8917
15.5981, 0.8947
15.6202, 0.9178
15.6246, 0.9223
15.6649, 0.9620
15.6654, 0.9626
15.6687, 0.9657
15.6810, 0.9769
15.6898, 0.9848
15.7172, 1.0073
15.7207, 1.0100
15.7247, 1.0130
15.7433, 1.0261
15.7513, 1.0313
15.8109, 1.0596
15.8152, 1.0609
15.8849, 1.0664
15.9124, 1.0601
15.9164, 1.0588
15.9486, 1.0443
15.9821, 1.0221
15.9944, 1.0122
16.0082, 0.9999
16.0157, 0.9928
16.0421, 0.9651
16.0431, 0.9640
16.0520, 0.9537
16.0538, 0.9515
16.0814, 0.9168
16.0904, 0.9046
16.1108, 0.8757
16.1671, 0.7879
16.1929, 0.7444
16.2612, 0.6250
16.2641, 0.6198
16.2761, 0.5989
16.2784, 0.5947
16.2851, 0.5830
16.3013, 0.5550
16.3475, 0.4777
16.3494, 0.4746
16.3504, 0.4730
16.3517, 0.4710
16.3551, 0.4655
16.3613, 0.4558
16.3804, 0.4267
16.4442, 0.3421
16.4877, 0.2984
16.4977, 0.2902
16.4978, 0.2901
16.5122, 0.2798
16.5489, 0.2608
16.5552, 0.2586
16.5618, 0.2568
16.5742, 0.2543
16.5789, 0.2538
16.6100, 0.2550
16.6551, 0.2729
16.6597, 0.2758
16.6715, 0.2842
16.7072, 0.3176
16.7086, 0.3192
16.7551, 0.3811
16.7759, 0.4152
16.7944, 0.4486
16.7985, 0.4564
16.8119, 0.4828
16.8592, 0.5871
16.8640, 0.5985
16.8783, 0.6335
16.9099, 0.7155
16.9228, 0.7504
16.9304, 0.7714
16.9308, 0.7726
16.9628, 0.8638
16.9653, 0.8710
16.9668, 0.8754
17.0070, 0.9952
17.0161, 1.0226
17.0491, 1.1234
17.0497, 1.1252
17.0671, 1.1786
17.0825, 1.2254
17.0908, 1.2508
17.1043, 1.2916
17.1368, 1.3878
17.1869, 1.5287
17.1950, 1.5506
17.2155, 1.6037
17.2228, 1.6220
17.2567, 1.7023
17.2647, 1.7200
17.3127, 1.8158
17.3135, 1.8171
17.3165, 1.8224
17.3841, 1.9191
17.4153, 1.9483
17.4303, 1.9586
17.4404, 1.9642
17.4404, 1.9643
17.4887, 1.9761
17.4968, 1.9756
17.5094, 1.9735
17.5130, 1.9726
17.5139, 1.9723
17.5231, 1.9693
17.5562, 1.9511
17.5600, 1.9484
17.5827, 1.9287
17.5944, 1.9166
17.6035, 1.9062
17.6041, 1.9055
17.6386, 1.8594
17.6402, 1.8569
17.6733, 1.8029
17.6747, 1.8004
17.6833, 1.7848
17.7205, 1.7117
17.7494, 1.6490
17.7643, 1.6150
17.7825, 1.5720
17.8074, 1.5110
17.8132, 1.4966
17.8206, 1.4780
17.8239, 1.4697
17.8313, 1.4509
17.8345, 1.4429
17.8617, 1.3728
17.8941, 1.2886
17.8962, 1.2832
17.9701, 1.0942
17.9728, 1.0874
17.9731, 1.0868
17.9791, 1.0719
17.9832, 1.0621
17.9924, 1.0396
18.0780, 0.8504
18.0942, 0.8191
18.0973, 0.8132
18.1067, 0.7960
18.1490, 0.7259
18.1503, 0.7240
18.1715, 0.6939
18.1862, 0.6750
18.2286, 0.6300
18.2514, 0.6118
18.2992, 0.5868
18.2996, 0.5867
18.3099, 0.5837
18.3110, 0.5834
18.3226, 0.5811
18.3234, 0.5810
18.3389, 0.5796
18.3468, 0.5796
18.3797, 0.5843
18.4089, 0.5945
18.4302, 0.6054
18.4425, 0.6128
18.4432, 0.6132
18.4504, 0.6180
18.5029, 0.6603
18.5365, 0.6932
18.5481, 0.7053
18.5506, 0.7079
18.5736, 0.7330
18.5830, 0.7436
18.6347, 0.8031
18.6489, 0.8195
18.6500, 0.8208
18.6548, 0.8263
18.6890, 0.8648
18.7408, 0.9189
18.7538, 0.9312
18.8258, 0.9870
